case_id,repository,pr_number,language,code_changed_files,code_diff_excerpt,docs_before_excerpt,suggested_docs_update_required,suggested_doc_category,suggested_notes,human_docs_update_required,human_doc_category,human_label_notes,review_status,review_row_hash,review_context_hash,synthetic_category_by_design,source_project_key,mutation_template,patch_path
CRPP2-VAL-CONFIGURATION-141,controlled-v2/rbi-property-valuation-copy,9401701,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -3,7 +3,7 @@
   ""contracts"": [
     {
       ""contractId"": ""VAL-CFG-141"",
-      ""default"": 171,
+      ""default"": 201,
       ""environmentVariable"": ""VAL_FEATURE_141_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature141.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-141
- Configuration key: `rbi_property_valuation.feature141.timeoutSeconds`
- Environment variable: `VAL_FEATURE_141_TIMEOUT_SECONDS`
- Documented default: `171`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-141: kod mijenja dokumentovanu konfiguraciju iz '171' u '201' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,743cdc86bd02e2b70848bda0c6caf081b8a90ffe7dc5fac9b295717921c7141b,31a20782fcbb11126db1586a2b674e15fb11cfe546ca3326e0f582b258466958,configuration,rbi_property_valuation,documented_default_change,cases/patches/rbi_property_valuation/configuration/VAL-CFG-141.patch
CRPP2-VAL-CONFIGURATION-142,controlled-v2/rbi-property-valuation-copy,9401702,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -12,7 +12,7 @@
     {
       ""contractId"": ""VAL-CFG-142"",
       ""default"": 172,
-      ""environmentVariable"": ""VAL_FEATURE_142_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""VAL_FEATURE_142_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_property_valuation.feature142.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-142
- Configuration key: `rbi_property_valuation.feature142.timeoutSeconds`
- Environment variable: `VAL_FEATURE_142_TIMEOUT_SECONDS`
- Documented default: `172`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-142: kod mijenja dokumentovanu konfiguraciju iz 'VAL_FEATURE_142_TIMEOUT_SECONDS' u 'VAL_FEATURE_142_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,1f6a75986a9fd40e6d2994acaa28fb31bd62db7458278b7a3d34276229f3285d,14046234e15864e7e8a441023d70c5345b240985aa32f6cda3f01878126e97f1,configuration,rbi_property_valuation,environment_variable_rename,cases/patches/rbi_property_valuation/configuration/VAL-CFG-142.patch
CRPP2-VAL-CONFIGURATION-143,controlled-v2/rbi-property-valuation-copy,9401703,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -23,7 +23,7 @@
       ""environmentVariable"": ""VAL_FEATURE_143_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature143.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""VAL-CFG-144"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-143
- Configuration key: `rbi_property_valuation.feature143.timeoutSeconds`
- Environment variable: `VAL_FEATURE_143_TIMEOUT_SECONDS`
- Documented default: `173`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-143: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,033d9ec1eb9a7993d181d12bae83efe8e811a23afeb232bbe73e438b57358c81,4d1eec74690a9b247d4e61f33414a309ec722965be72b9701615e1e9029427ec,configuration,rbi_property_valuation,optional_to_required,cases/patches/rbi_property_valuation/configuration/VAL-CFG-143.patch
CRPP2-VAL-CONFIGURATION-144,controlled-v2/rbi-property-valuation-copy,9401704,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -30,7 +30,7 @@
       ""default"": 174,
       ""environmentVariable"": ""VAL_FEATURE_144_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature144.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     },
     {
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-144
- Configuration key: `rbi_property_valuation.feature144.timeoutSeconds`
- Environment variable: `VAL_FEATURE_144_TIMEOUT_SECONDS`
- Documented default: `174`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-144: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,48a6900028fffd54d1bb29be224cbe86dcd5772c1b4f6b08dc7a138e76234f0c,5c4e736e795dd89b7b98f3cd96793b632c76d8625f0afb233c52adcbf893733b,configuration,rbi_property_valuation,configuration_mode_change,cases/patches/rbi_property_valuation/configuration/VAL-CFG-144.patch
CRPP2-VAL-CONFIGURATION-145,controlled-v2/rbi-property-valuation-copy,9401705,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -35,7 +35,7 @@
     },
     {
       ""contractId"": ""VAL-CFG-145"",
-      ""default"": 175,
+      ""default"": 205,
       ""environmentVariable"": ""VAL_FEATURE_145_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature145.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-145
- Configuration key: `rbi_property_valuation.feature145.timeoutSeconds`
- Environment variable: `VAL_FEATURE_145_TIMEOUT_SECONDS`
- Documented default: `175`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-145: kod mijenja dokumentovanu konfiguraciju iz '175' u '205' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,aa887b2223f649c33015ebd7bd2842c05eb3d036a105d84ebc312b11ab00d4a8,892005f0fba141896845d444dc5cff5f18ef2a53bc51a680b0a162525472703b,configuration,rbi_property_valuation,documented_default_change,cases/patches/rbi_property_valuation/configuration/VAL-CFG-145.patch
CRPP2-VAL-CONFIGURATION-146,controlled-v2/rbi-property-valuation-copy,9401706,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -44,7 +44,7 @@
     {
       ""contractId"": ""VAL-CFG-146"",
       ""default"": 176,
-      ""environmentVariable"": ""VAL_FEATURE_146_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""VAL_FEATURE_146_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_property_valuation.feature146.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-146
- Configuration key: `rbi_property_valuation.feature146.timeoutSeconds`
- Environment variable: `VAL_FEATURE_146_TIMEOUT_SECONDS`
- Documented default: `176`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-146: kod mijenja dokumentovanu konfiguraciju iz 'VAL_FEATURE_146_TIMEOUT_SECONDS' u 'VAL_FEATURE_146_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,378f7a176ad1d076ab6abfb9cf8c6f6ed10548b0f5e73c79ae645afa2176788d,963dbb7c852cf54d1644dee2e9cadedeef17d4dfa63ea630b6d5580efa482026,configuration,rbi_property_valuation,environment_variable_rename,cases/patches/rbi_property_valuation/configuration/VAL-CFG-146.patch
CRPP2-VAL-CONFIGURATION-147,controlled-v2/rbi-property-valuation-copy,9401707,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -55,7 +55,7 @@
       ""environmentVariable"": ""VAL_FEATURE_147_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature147.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""VAL-CFG-148"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-147
- Configuration key: `rbi_property_valuation.feature147.timeoutSeconds`
- Environment variable: `VAL_FEATURE_147_TIMEOUT_SECONDS`
- Documented default: `177`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-147: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,d8effed9b20458ad1de0d090488490c2c5f712445ce426c63ebbc16acfdbcf94,596474f573ee8a24313abd7848fd7be8e03ef0003622ca76429fa2386b71b7fa,configuration,rbi_property_valuation,optional_to_required,cases/patches/rbi_property_valuation/configuration/VAL-CFG-147.patch
CRPP2-VAL-CONFIGURATION-148,controlled-v2/rbi-property-valuation-copy,9401708,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -62,7 +62,7 @@
       ""default"": 178,
       ""environmentVariable"": ""VAL_FEATURE_148_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature148.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     },
     {
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-148
- Configuration key: `rbi_property_valuation.feature148.timeoutSeconds`
- Environment variable: `VAL_FEATURE_148_TIMEOUT_SECONDS`
- Documented default: `178`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-148: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,ed1e09502965544920a0cda3c6e04cddd4f32d6edf5d5460fc7322428a81e308,b7ced0198fcdfc77e027f77a69085189b22488016fdb49afb01317be4f1df8c1,configuration,rbi_property_valuation,configuration_mode_change,cases/patches/rbi_property_valuation/configuration/VAL-CFG-148.patch
CRPP2-VAL-CONFIGURATION-149,controlled-v2/rbi-property-valuation-copy,9401709,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -67,7 +67,7 @@
     },
     {
       ""contractId"": ""VAL-CFG-149"",
-      ""default"": 179,
+      ""default"": 209,
       ""environmentVariable"": ""VAL_FEATURE_149_TIMEOUT_SECONDS"",
       ""key"": ""rbi_property_valuation.feature149.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-149
- Configuration key: `rbi_property_valuation.feature149.timeoutSeconds`
- Environment variable: `VAL_FEATURE_149_TIMEOUT_SECONDS`
- Documented default: `179`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-149: kod mijenja dokumentovanu konfiguraciju iz '179' u '209' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,cef0808f9f31f805c8797c9bf2d9ea7f099e76f5051ecc486f8a08c459360025,fa62ffb63a770e23f33e28ec352987173b9ac16dc61cf96b01e3ea7bc62373a3,configuration,rbi_property_valuation,documented_default_change,cases/patches/rbi_property_valuation/configuration/VAL-CFG-149.patch
CRPP2-VAL-CONFIGURATION-150,controlled-v2/rbi-property-valuation-copy,9401710,csharp,"[""PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json""]","--- a/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
+++ b/PropertyValuation/DocGuardContractLab-v2/configuration/contracts_05.json
@@ -76,7 +76,7 @@
     {
       ""contractId"": ""VAL-CFG-150"",
       ""default"": 180,
-      ""environmentVariable"": ""VAL_FEATURE_150_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""VAL_FEATURE_150_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_property_valuation.feature150.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:964bf0471796d05b -->
### VAL-CFG-150
- Configuration key: `rbi_property_valuation.feature150.timeoutSeconds`
- Environment variable: `VAL_FEATURE_150_TIMEOUT_SECONDS`
- Documented default: `180`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"VAL-CFG-150: kod mijenja dokumentovanu konfiguraciju iz 'VAL_FEATURE_150_TIMEOUT_SECONDS' u 'VAL_FEATURE_150_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,dfc1120b8631ba6b90d515e5f3767ddc9c24bf03366b3c45369782a8fe1cc27b,5b6ad38d2ffabb07b2503b008c2b542b972d579f0fb6650da47049c5c534f569,configuration,rbi_property_valuation,environment_variable_rename,cases/patches/rbi_property_valuation/configuration/VAL-CFG-150.patch
