case_id,repository,pr_number,language,code_changed_files,code_diff_excerpt,docs_before_excerpt,suggested_docs_update_required,suggested_doc_category,suggested_notes,human_docs_update_required,human_doc_category,human_label_notes,review_status,review_row_hash,review_context_hash,synthetic_category_by_design,source_project_key,mutation_template,patch_path
CRPP2-TFG-CONFIGURATION-121,controlled-v2/rbi-test-forge-copy,9401201,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -3,7 +3,7 @@
   ""contracts"": [
     {
       ""contractId"": ""TFG-CFG-121"",
-      ""default"": 151,
+      ""default"": 181,
       ""environmentVariable"": ""TFG_FEATURE_121_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature121.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-121
- Configuration key: `rbi_test_forge.feature121.timeoutSeconds`
- Environment variable: `TFG_FEATURE_121_TIMEOUT_SECONDS`
- Documented default: `151`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-121: kod mijenja dokumentovanu konfiguraciju iz '151' u '181' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,53b897dda5860b88b068c457a7b2c4bea19017365253292f0898335df5a9bd21,61ca6ad7a48b57fd3c153b451188493c3de2a52bb468ec01ab274c9dd6934ffc,configuration,rbi_test_forge,documented_default_change,cases/patches/rbi_test_forge/configuration/TFG-CFG-121.patch
CRPP2-TFG-CONFIGURATION-122,controlled-v2/rbi-test-forge-copy,9401202,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -12,7 +12,7 @@
     {
       ""contractId"": ""TFG-CFG-122"",
       ""default"": 152,
-      ""environmentVariable"": ""TFG_FEATURE_122_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""TFG_FEATURE_122_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_test_forge.feature122.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-122
- Configuration key: `rbi_test_forge.feature122.timeoutSeconds`
- Environment variable: `TFG_FEATURE_122_TIMEOUT_SECONDS`
- Documented default: `152`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-122: kod mijenja dokumentovanu konfiguraciju iz 'TFG_FEATURE_122_TIMEOUT_SECONDS' u 'TFG_FEATURE_122_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,366df0f84531e7ab9986e9822567ec897bb2436ad692605a6aec593316baf66c,d62f074ea9009ff0e1b93c3a6071ae7c858ece94fe93b2b425710cfdc8ff4d9d,configuration,rbi_test_forge,environment_variable_rename,cases/patches/rbi_test_forge/configuration/TFG-CFG-122.patch
CRPP2-TFG-CONFIGURATION-123,controlled-v2/rbi-test-forge-copy,9401203,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -23,7 +23,7 @@
       ""environmentVariable"": ""TFG_FEATURE_123_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature123.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""TFG-CFG-124"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-123
- Configuration key: `rbi_test_forge.feature123.timeoutSeconds`
- Environment variable: `TFG_FEATURE_123_TIMEOUT_SECONDS`
- Documented default: `153`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-123: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,22df66102374442c65bb09403d9ea55c9cea151d870e78ee59507fe1b8d2aeb3,fc1a006a08a646f5d4d66e1697262a0be6c4c3a82f4e3cca58bce6c636828fe5,configuration,rbi_test_forge,optional_to_required,cases/patches/rbi_test_forge/configuration/TFG-CFG-123.patch
CRPP2-TFG-CONFIGURATION-124,controlled-v2/rbi-test-forge-copy,9401204,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -30,7 +30,7 @@
       ""default"": 154,
       ""environmentVariable"": ""TFG_FEATURE_124_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature124.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     },
     {
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-124
- Configuration key: `rbi_test_forge.feature124.timeoutSeconds`
- Environment variable: `TFG_FEATURE_124_TIMEOUT_SECONDS`
- Documented default: `154`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-124: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,7ccba08753dfe9e1e15ef8c1352c9e5e8113bd6e54346958102e618412d31451,b4deb3c3e44888859739ad9dc7e9fb26acb3aff252e989e07be9f4b15776bb74,configuration,rbi_test_forge,configuration_mode_change,cases/patches/rbi_test_forge/configuration/TFG-CFG-124.patch
CRPP2-TFG-CONFIGURATION-125,controlled-v2/rbi-test-forge-copy,9401205,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -35,7 +35,7 @@
     },
     {
       ""contractId"": ""TFG-CFG-125"",
-      ""default"": 155,
+      ""default"": 185,
       ""environmentVariable"": ""TFG_FEATURE_125_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature125.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-125
- Configuration key: `rbi_test_forge.feature125.timeoutSeconds`
- Environment variable: `TFG_FEATURE_125_TIMEOUT_SECONDS`
- Documented default: `155`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-125: kod mijenja dokumentovanu konfiguraciju iz '155' u '185' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,5bd341ad1aeff6f29afb5a26f13f1348a2b7e5199c6b5c6bc725a01c8c9ebd56,f661874a81bf686c9345f33fc55d66f4264bde76728188aecd80153da2bb96ea,configuration,rbi_test_forge,documented_default_change,cases/patches/rbi_test_forge/configuration/TFG-CFG-125.patch
CRPP2-TFG-CONFIGURATION-126,controlled-v2/rbi-test-forge-copy,9401206,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -44,7 +44,7 @@
     {
       ""contractId"": ""TFG-CFG-126"",
       ""default"": 156,
-      ""environmentVariable"": ""TFG_FEATURE_126_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""TFG_FEATURE_126_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_test_forge.feature126.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-126
- Configuration key: `rbi_test_forge.feature126.timeoutSeconds`
- Environment variable: `TFG_FEATURE_126_TIMEOUT_SECONDS`
- Documented default: `156`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-126: kod mijenja dokumentovanu konfiguraciju iz 'TFG_FEATURE_126_TIMEOUT_SECONDS' u 'TFG_FEATURE_126_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,dfce146e95307c387af08763853b603cbe17431cfb4136a3ae353de3d423629f,8e87a3c83627a687e77efbda63a6d5c7b4c8bb80084c37b6b3754d861357d1c6,configuration,rbi_test_forge,environment_variable_rename,cases/patches/rbi_test_forge/configuration/TFG-CFG-126.patch
CRPP2-TFG-CONFIGURATION-127,controlled-v2/rbi-test-forge-copy,9401207,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -55,7 +55,7 @@
       ""environmentVariable"": ""TFG_FEATURE_127_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature127.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""TFG-CFG-128"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-127
- Configuration key: `rbi_test_forge.feature127.timeoutSeconds`
- Environment variable: `TFG_FEATURE_127_TIMEOUT_SECONDS`
- Documented default: `157`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-127: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,7dbdc315d800069e81ae2dcefe45762707119678d9e66c7d0d671ddeec000b85,7da07bfdedd3618fdcdfe0e3abda9ec48b225cda78ae028f243eebcdd81cf931,configuration,rbi_test_forge,optional_to_required,cases/patches/rbi_test_forge/configuration/TFG-CFG-127.patch
CRPP2-TFG-CONFIGURATION-128,controlled-v2/rbi-test-forge-copy,9401208,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -62,7 +62,7 @@
       ""default"": 158,
       ""environmentVariable"": ""TFG_FEATURE_128_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature128.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     },
     {
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-128
- Configuration key: `rbi_test_forge.feature128.timeoutSeconds`
- Environment variable: `TFG_FEATURE_128_TIMEOUT_SECONDS`
- Documented default: `158`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-128: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,65beda36842f6f0a1dde9c20ad17eb61c0299e87467d939cf1921a3d88373428,39f71f8fcbbce2555c800370ccca9f0d05eff5ff60ed06a2f752799bad2d345d,configuration,rbi_test_forge,configuration_mode_change,cases/patches/rbi_test_forge/configuration/TFG-CFG-128.patch
CRPP2-TFG-CONFIGURATION-129,controlled-v2/rbi-test-forge-copy,9401209,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -67,7 +67,7 @@
     },
     {
       ""contractId"": ""TFG-CFG-129"",
-      ""default"": 159,
+      ""default"": 189,
       ""environmentVariable"": ""TFG_FEATURE_129_TIMEOUT_SECONDS"",
       ""key"": ""rbi_test_forge.feature129.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-129
- Configuration key: `rbi_test_forge.feature129.timeoutSeconds`
- Environment variable: `TFG_FEATURE_129_TIMEOUT_SECONDS`
- Documented default: `159`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-129: kod mijenja dokumentovanu konfiguraciju iz '159' u '189' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,2a0fbf630e6c7c19d4315f58458701b41ea5d121d12d7060a7853200cecc6a9b,7d1f7dc2f55e698ce31b8bcc9ec6beecdb245a893cfddb8778e448ff75f72140,configuration,rbi_test_forge,documented_default_change,cases/patches/rbi_test_forge/configuration/TFG-CFG-129.patch
CRPP2-TFG-CONFIGURATION-130,controlled-v2/rbi-test-forge-copy,9401210,csharp,"[""TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/configuration/contracts_03.json
@@ -76,7 +76,7 @@
     {
       ""contractId"": ""TFG-CFG-130"",
       ""default"": 160,
-      ""environmentVariable"": ""TFG_FEATURE_130_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""TFG_FEATURE_130_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_test_forge.feature130.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:bb1f6f1c7fb0e041 -->
### TFG-CFG-130
- Configuration key: `rbi_test_forge.feature130.timeoutSeconds`
- Environment variable: `TFG_FEATURE_130_TIMEOUT_SECONDS`
- Documented default: `160`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"TFG-CFG-130: kod mijenja dokumentovanu konfiguraciju iz 'TFG_FEATURE_130_TIMEOUT_SECONDS' u 'TFG_FEATURE_130_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,187f3ec7570e391b42eacb16a20c5423f2ba8f147a627a541298ab09451714d7,b60e4c144b2e5553081c99a6bde6118a36a8259bd47b8e0abc7d9809ea2b2f55,configuration,rbi_test_forge,environment_variable_rename,cases/patches/rbi_test_forge/configuration/TFG-CFG-130.patch
