case_id,repository,pr_number,language,code_changed_files,code_diff_excerpt,docs_before_excerpt,suggested_docs_update_required,suggested_doc_category,suggested_notes,human_docs_update_required,human_doc_category,human_label_notes,review_status,review_row_hash,review_context_hash,synthetic_category_by_design,source_project_key,mutation_template,patch_path
CRPP2-RPP-CONFIGURATION-191,controlled-v2/rbi-related-parties-portal-copy,9400801,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -7,7 +7,7 @@
       ""environmentVariable"": ""RPP_FEATURE_191_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature191.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""RPP-CFG-192"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-191
- Configuration key: `rbi_related_parties_portal.feature191.timeoutSeconds`
- Environment variable: `RPP_FEATURE_191_TIMEOUT_SECONDS`
- Documented default: `221`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-191: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,e954a629f8cee63f3b102f15f8fca9811ef6abf163f85feba5531582c65503c0,30a19b6fa40d24548efbc4c1dee59589d6ceff1fcb742b241485b3544bcc155c,configuration,rbi_related_parties_portal,optional_to_required,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-191.patch
CRPP2-RPP-CONFIGURATION-192,controlled-v2/rbi-related-parties-portal-copy,9400802,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -14,7 +14,7 @@
       ""default"": 222,
       ""environmentVariable"": ""RPP_FEATURE_192_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature192.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     },
     {
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-192
- Configuration key: `rbi_related_parties_portal.feature192.timeoutSeconds`
- Environment variable: `RPP_FEATURE_192_TIMEOUT_SECONDS`
- Documented default: `222`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-192: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,56427df8491df50df80c6cd4f064dde2a666ca6d114803e45afa6bd9016ee6cd,2340bf32702cee5e478fb19fc67364bcb09706dd950f66a816dd708ca78b883a,configuration,rbi_related_parties_portal,configuration_mode_change,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-192.patch
CRPP2-RPP-CONFIGURATION-193,controlled-v2/rbi-related-parties-portal-copy,9400803,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -19,7 +19,7 @@
     },
     {
       ""contractId"": ""RPP-CFG-193"",
-      ""default"": 223,
+      ""default"": 253,
       ""environmentVariable"": ""RPP_FEATURE_193_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature193.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-193
- Configuration key: `rbi_related_parties_portal.feature193.timeoutSeconds`
- Environment variable: `RPP_FEATURE_193_TIMEOUT_SECONDS`
- Documented default: `223`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-193: kod mijenja dokumentovanu konfiguraciju iz '223' u '253' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,6a0c2330025b30b8b9d5761a15ec2d84d438a5dda55eedf811f052add838502a,4a3a37c4cfe1a67c8d5f9c654cc261f155c02acc21acc52dd6438eccb17ea2b9,configuration,rbi_related_parties_portal,documented_default_change,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-193.patch
CRPP2-RPP-CONFIGURATION-194,controlled-v2/rbi-related-parties-portal-copy,9400804,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -28,7 +28,7 @@
     {
       ""contractId"": ""RPP-CFG-194"",
       ""default"": 224,
-      ""environmentVariable"": ""RPP_FEATURE_194_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""RPP_FEATURE_194_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_related_parties_portal.feature194.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-194
- Configuration key: `rbi_related_parties_portal.feature194.timeoutSeconds`
- Environment variable: `RPP_FEATURE_194_TIMEOUT_SECONDS`
- Documented default: `224`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-194: kod mijenja dokumentovanu konfiguraciju iz 'RPP_FEATURE_194_TIMEOUT_SECONDS' u 'RPP_FEATURE_194_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,1a17aadbec3c4fe2a6f413879d909b74391e11e3f068e1ba9af2e91ed3a60826,0bc3345b348052100b6df63c900939531e06b7124c881efa4345af9573d1895c,configuration,rbi_related_parties_portal,environment_variable_rename,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-194.patch
CRPP2-RPP-CONFIGURATION-195,controlled-v2/rbi-related-parties-portal-copy,9400805,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -39,7 +39,7 @@
       ""environmentVariable"": ""RPP_FEATURE_195_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature195.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""RPP-CFG-196"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-195
- Configuration key: `rbi_related_parties_portal.feature195.timeoutSeconds`
- Environment variable: `RPP_FEATURE_195_TIMEOUT_SECONDS`
- Documented default: `225`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-195: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,59605f335699dba73db3cf34efb2010b5634c66a028e0abc39bc351bc183adc5,04cefe7a7e13b69fdc74def95df6eaa394afc3193a8ef35a04a2c8bad5840b7b,configuration,rbi_related_parties_portal,optional_to_required,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-195.patch
CRPP2-RPP-CONFIGURATION-196,controlled-v2/rbi-related-parties-portal-copy,9400806,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -46,7 +46,7 @@
       ""default"": 226,
       ""environmentVariable"": ""RPP_FEATURE_196_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature196.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     },
     {
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-196
- Configuration key: `rbi_related_parties_portal.feature196.timeoutSeconds`
- Environment variable: `RPP_FEATURE_196_TIMEOUT_SECONDS`
- Documented default: `226`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-196: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,63ca44f84ee272e2f73bcff4dc2d14b01be86dc420080c815428ecc5a30b464d,955e2797999db6ff56ddf54a39ec53d6c37438db2412815b9b1d4df7c20a8755,configuration,rbi_related_parties_portal,configuration_mode_change,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-196.patch
CRPP2-RPP-CONFIGURATION-197,controlled-v2/rbi-related-parties-portal-copy,9400807,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -51,7 +51,7 @@
     },
     {
       ""contractId"": ""RPP-CFG-197"",
-      ""default"": 227,
+      ""default"": 257,
       ""environmentVariable"": ""RPP_FEATURE_197_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature197.timeoutSeconds"",
       ""mode"": ""safe"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-197
- Configuration key: `rbi_related_parties_portal.feature197.timeoutSeconds`
- Environment variable: `RPP_FEATURE_197_TIMEOUT_SECONDS`
- Documented default: `227`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-197: kod mijenja dokumentovanu konfiguraciju iz '227' u '257' (documented_default_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,f1383bef6b6e0bc3507da4a265f2699ba6b2c1a0212b702e70f0528c4fa70e5c,a4c23a55278d1aa91630499f2c17a09291a496f99a0c9825b1f7bfd074cb692d,configuration,rbi_related_parties_portal,documented_default_change,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-197.patch
CRPP2-RPP-CONFIGURATION-198,controlled-v2/rbi-related-parties-portal-copy,9400808,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -60,7 +60,7 @@
     {
       ""contractId"": ""RPP-CFG-198"",
       ""default"": 228,
-      ""environmentVariable"": ""RPP_FEATURE_198_TIMEOUT_SECONDS"",
+      ""environmentVariable"": ""RPP_FEATURE_198_TIMEOUT_SECONDS_V2"",
       ""key"": ""rbi_related_parties_portal.feature198.timeoutSeconds"",
       ""mode"": ""safe"",
       ""required"": false
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-198
- Configuration key: `rbi_related_parties_portal.feature198.timeoutSeconds`
- Environment variable: `RPP_FEATURE_198_TIMEOUT_SECONDS`
- Documented default: `228`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-198: kod mijenja dokumentovanu konfiguraciju iz 'RPP_FEATURE_198_TIMEOUT_SECONDS' u 'RPP_FEATURE_198_TIMEOUT_SECONDS_V2' (environment_variable_rename), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,efb85ddb12ba9055527678dabd39c9188d08b59415d59f31bb1d1db1341160f4,ffbb82357ed8ac13d1f66aa457021cf1cd317c77460098bf75ecd6fc85dc6bf4,configuration,rbi_related_parties_portal,environment_variable_rename,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-198.patch
CRPP2-RPP-CONFIGURATION-199,controlled-v2/rbi-related-parties-portal-copy,9400809,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -71,7 +71,7 @@
       ""environmentVariable"": ""RPP_FEATURE_199_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature199.timeoutSeconds"",
       ""mode"": ""safe"",
-      ""required"": false
+      ""required"": true
     },
     {
       ""contractId"": ""RPP-CFG-200"",
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-199
- Configuration key: `rbi_related_parties_portal.feature199.timeoutSeconds`
- Environment variable: `RPP_FEATURE_199_TIMEOUT_SECONDS`
- Documented default: `229`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-199: kod mijenja dokumentovanu konfiguraciju iz 'false' u 'true' (optional_to_required), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,cc916c54385e068d1409354c78165c9b93eb73a022c8c2b11ddc1263bde83008,f407161b37cc6dea5a45aecc970f1e8db5f5335ac72e5620bd27371871ba54c6,configuration,rbi_related_parties_portal,optional_to_required,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-199.patch
CRPP2-RPP-CONFIGURATION-200,controlled-v2/rbi-related-parties-portal-copy,9400810,typescript,"[""src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json""]","--- a/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
+++ b/src/Web/src/docguard-contract-lab-v2/configuration/contracts_10.json
@@ -78,7 +78,7 @@
       ""default"": 230,
       ""environmentVariable"": ""RPP_FEATURE_200_TIMEOUT_SECONDS"",
       ""key"": ""rbi_related_parties_portal.feature200.timeoutSeconds"",
-      ""mode"": ""safe"",
+      ""mode"": ""strict"",
       ""required"": false
     }
   ],
","<!-- docs/docguard-contract-lab-v2/CONFIGURATION.md @ controlled-baseline:3e7552aeb8db3fc1 -->
### RPP-CFG-200
- Configuration key: `rbi_related_parties_portal.feature200.timeoutSeconds`
- Environment variable: `RPP_FEATURE_200_TIMEOUT_SECONDS`
- Documented default: `230`
- Required: `false`
- Mode: `safe`
",True,configuration,Controlled design expectation: configuration; independent human/owner acceptance still required before merge.,True,configuration,"RPP-CFG-200: kod mijenja dokumentovanu konfiguraciju iz 'safe' u 'strict' (configuration_mode_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,0c189a41e4b11ea54eb75ce600e7c6b2b14800faea539fa28ab5d234f254d4c9,e6b4767a1223aea0bef9a6c3168a3594c90f24e335ed19b29ef2ae7c377b032a,configuration,rbi_related_parties_portal,configuration_mode_change,cases/patches/rbi_related_parties_portal/configuration/RPP-CFG-200.patch
