case_id,repository,pr_number,language,code_changed_files,code_diff_excerpt,docs_before_excerpt,suggested_docs_update_required,suggested_doc_category,suggested_notes,human_docs_update_required,human_doc_category,human_label_notes,review_status,review_row_hash,review_context_hash,synthetic_category_by_design,source_project_key,mutation_template,patch_path
CRPP2-TFG-API_REFERENCE-121,controlled-v2/rbi-test-forge-copy,9401101,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -3,7 +3,7 @@
   ""contracts"": [
     {
       ""contractId"": ""TFG-API-121"",
-      ""method"": ""POST"",
+      ""method"": ""PUT"",
       ""operationId"": ""rbitestforgeOperation121"",
       ""path"": ""/api/rbi-test-forge/v1/resources/121"",
       ""requiredQuery"": [
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-121
- Operation: `rbitestforgeOperation121`
- Public endpoint: `POST /api/rbi-test-forge/v1/resources/121`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-121: kod mijenja javni API ugovor iz 'POST' u 'PUT' (http_method_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,c4011cde9c1fa0606a19bb3ab2c6d0c4e9751b96e90285d902b3c134b7b48b02,ec9b57e27cb7e9790266d377920179e3f4d585e28d44a63fb8bb9cce08a330a3,api_reference,rbi_test_forge,http_method_change,cases/patches/rbi_test_forge/api_reference/TFG-API-121.patch
CRPP2-TFG-API_REFERENCE-122,controlled-v2/rbi-test-forge-copy,9401102,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -15,7 +15,7 @@
       ""contractId"": ""TFG-API-122"",
       ""method"": ""PUT"",
       ""operationId"": ""rbitestforgeOperation122"",
-      ""path"": ""/api/rbi-test-forge/v1/resources/122"",
+      ""path"": ""/api/rbi-test-forge/v2/resources/122"",
       ""requiredQuery"": [
         ""tenantId""
       ],
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-122
- Operation: `rbitestforgeOperation122`
- Public endpoint: `PUT /api/rbi-test-forge/v1/resources/122`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-122: kod mijenja javni API ugovor iz '/api/rbi-test-forge/v1/resources/122' u '/api/rbi-test-forge/v2/resources/122' (endpoint_version_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,281e0ea3910d960318dec782405ce407eee84feaf8c30b0be48bf13f41dfb99a,4f2319fad6319ef73f406f7949a5481b14b81f87b9b59d177df8e0d6717a5dc5,api_reference,rbi_test_forge,endpoint_version_change,cases/patches/rbi_test_forge/api_reference/TFG-API-122.patch
CRPP2-TFG-API_REFERENCE-123,controlled-v2/rbi-test-forge-copy,9401103,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -27,7 +27,8 @@
       ""operationId"": ""rbitestforgeOperation123"",
       ""path"": ""/api/rbi-test-forge/v1/resources/123"",
       ""requiredQuery"": [
-        ""tenantId""
+        ""tenantId"",
+        ""includeAudit""
       ],
       ""successStatus"": 200
     },
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-123
- Operation: `rbitestforgeOperation123`
- Public endpoint: `DELETE /api/rbi-test-forge/v1/resources/123`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-123: kod mijenja javni API ugovor iz 'tenantId' u 'tenantId, includeAudit' (required_parameter_added), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,fd15848633f93c0dbcff0eabd66d4fceb6d5a8573ee82a55beb6a3bbf0d6573c,6d8cab36784ef1853e665cf859f54839022a0c7b0c32c24f809dd62c000ec4ca,api_reference,rbi_test_forge,required_parameter_added,cases/patches/rbi_test_forge/api_reference/TFG-API-123.patch
CRPP2-TFG-API_REFERENCE-124,controlled-v2/rbi-test-forge-copy,9401104,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -39,7 +39,7 @@
       ""requiredQuery"": [
         ""tenantId""
       ],
-      ""successStatus"": 200
+      ""successStatus"": 202
     },
     {
       ""contractId"": ""TFG-API-125"",
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-124
- Operation: `rbitestforgeOperation124`
- Public endpoint: `GET /api/rbi-test-forge/v1/resources/124`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-124: kod mijenja javni API ugovor iz '200' u '202' (success_status_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,6b12fbe3f68ab0c4f5ed5c16b458da658a0739efacb78ea94871262f37813df7,0d9391518d7f93c510f5d78b55898fd34362eeb7a8804ec5fbd18a3aac50822b,api_reference,rbi_test_forge,success_status_change,cases/patches/rbi_test_forge/api_reference/TFG-API-124.patch
CRPP2-TFG-API_REFERENCE-125,controlled-v2/rbi-test-forge-copy,9401105,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -43,7 +43,7 @@
     },
     {
       ""contractId"": ""TFG-API-125"",
-      ""method"": ""POST"",
+      ""method"": ""PUT"",
       ""operationId"": ""rbitestforgeOperation125"",
       ""path"": ""/api/rbi-test-forge/v1/resources/125"",
       ""requiredQuery"": [
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-125
- Operation: `rbitestforgeOperation125`
- Public endpoint: `POST /api/rbi-test-forge/v1/resources/125`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-125: kod mijenja javni API ugovor iz 'POST' u 'PUT' (http_method_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,519af41c80d1b1e666836ca5bb16ca315728ed4eac346b6fc8842b194385d9e9,9b4ca7a3e7f9cfe4971f1496edd44975531a8057f3416cf7e37faf12bf839f1c,api_reference,rbi_test_forge,http_method_change,cases/patches/rbi_test_forge/api_reference/TFG-API-125.patch
CRPP2-TFG-API_REFERENCE-126,controlled-v2/rbi-test-forge-copy,9401106,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -55,7 +55,7 @@
       ""contractId"": ""TFG-API-126"",
       ""method"": ""PUT"",
       ""operationId"": ""rbitestforgeOperation126"",
-      ""path"": ""/api/rbi-test-forge/v1/resources/126"",
+      ""path"": ""/api/rbi-test-forge/v2/resources/126"",
       ""requiredQuery"": [
         ""tenantId""
       ],
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-126
- Operation: `rbitestforgeOperation126`
- Public endpoint: `PUT /api/rbi-test-forge/v1/resources/126`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-126: kod mijenja javni API ugovor iz '/api/rbi-test-forge/v1/resources/126' u '/api/rbi-test-forge/v2/resources/126' (endpoint_version_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,5ee541b967ac9884d110df344b5a0d55d375994122e7b2c670ca53cc7b188640,8b3d9e923de7fd2484f3007224cb5086eeffa8d8baf48649097fbfd2903de3aa,api_reference,rbi_test_forge,endpoint_version_change,cases/patches/rbi_test_forge/api_reference/TFG-API-126.patch
CRPP2-TFG-API_REFERENCE-127,controlled-v2/rbi-test-forge-copy,9401107,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -67,7 +67,8 @@
       ""operationId"": ""rbitestforgeOperation127"",
       ""path"": ""/api/rbi-test-forge/v1/resources/127"",
       ""requiredQuery"": [
-        ""tenantId""
+        ""tenantId"",
+        ""includeAudit""
       ],
       ""successStatus"": 200
     },
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-127
- Operation: `rbitestforgeOperation127`
- Public endpoint: `DELETE /api/rbi-test-forge/v1/resources/127`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-127: kod mijenja javni API ugovor iz 'tenantId' u 'tenantId, includeAudit' (required_parameter_added), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,e02b743420a90c4b6c4acc0e6313658f479a2cd922597638155c3684c2df26bf,5a3544bb85fb181f608ef48255dbd31ca68d7c9ef6429d74f1be189777dcff70,api_reference,rbi_test_forge,required_parameter_added,cases/patches/rbi_test_forge/api_reference/TFG-API-127.patch
CRPP2-TFG-API_REFERENCE-128,controlled-v2/rbi-test-forge-copy,9401108,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -79,7 +79,7 @@
       ""requiredQuery"": [
         ""tenantId""
       ],
-      ""successStatus"": 200
+      ""successStatus"": 202
     },
     {
       ""contractId"": ""TFG-API-129"",
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-128
- Operation: `rbitestforgeOperation128`
- Public endpoint: `GET /api/rbi-test-forge/v1/resources/128`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-128: kod mijenja javni API ugovor iz '200' u '202' (success_status_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,2576d13d43cc7a6adaaa6a887625ba0c83703b0007130ea915a43d255ece3623,ad448c70ed7d5f5456c66eda151bef5f3bfa5e73d136a2cee2458a1a3e674eaf,api_reference,rbi_test_forge,success_status_change,cases/patches/rbi_test_forge/api_reference/TFG-API-128.patch
CRPP2-TFG-API_REFERENCE-129,controlled-v2/rbi-test-forge-copy,9401109,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -83,7 +83,7 @@
     },
     {
       ""contractId"": ""TFG-API-129"",
-      ""method"": ""POST"",
+      ""method"": ""PUT"",
       ""operationId"": ""rbitestforgeOperation129"",
       ""path"": ""/api/rbi-test-forge/v1/resources/129"",
       ""requiredQuery"": [
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-129
- Operation: `rbitestforgeOperation129`
- Public endpoint: `POST /api/rbi-test-forge/v1/resources/129`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-129: kod mijenja javni API ugovor iz 'POST' u 'PUT' (http_method_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,8531d6ac3d8349c49f391440f6255e3f1714ca43c58d8ebbf6c1c8a26bc94b93,44d6a3afe7496dd7621be1d5acf49104306569a75267c5ca67082bbe29ccb460,api_reference,rbi_test_forge,http_method_change,cases/patches/rbi_test_forge/api_reference/TFG-API-129.patch
CRPP2-TFG-API_REFERENCE-130,controlled-v2/rbi-test-forge-copy,9401110,csharp,"[""TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json""]","--- a/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
+++ b/TestGenerator/DocGuardContractLab-v2/api_reference/contracts_03.json
@@ -95,7 +95,7 @@
       ""contractId"": ""TFG-API-130"",
       ""method"": ""PUT"",
       ""operationId"": ""rbitestforgeOperation130"",
-      ""path"": ""/api/rbi-test-forge/v1/resources/130"",
+      ""path"": ""/api/rbi-test-forge/v2/resources/130"",
       ""requiredQuery"": [
         ""tenantId""
       ],
","<!-- docs/docguard-contract-lab-v2/API_REFERENCE.md @ controlled-baseline:8aedca0d76b51674 -->
### TFG-API-130
- Operation: `rbitestforgeOperation130`
- Public endpoint: `PUT /api/rbi-test-forge/v1/resources/130`
- Required query parameters: `tenantId`
- Success response status: `200`
",True,api_reference,Controlled design expectation: api_reference; independent human/owner acceptance still required before merge.,True,api_reference,"TFG-API-130: kod mijenja javni API ugovor iz '/api/rbi-test-forge/v1/resources/130' u '/api/rbi-test-forge/v2/resources/130' (endpoint_version_change), dok docs-before eksplicitno navodi staru vrijednost; dokumentacija bi zato postala zastarjela.",approved,0f3c88d3f63aed02c98bd82376b16be322189b21e364b824d51f761ba5d7315d,ef493b5e5dd00b23ab3390e96752caea9e3b78ee1201de530e4f737f5d33690c,api_reference,rbi_test_forge,endpoint_version_change,cases/patches/rbi_test_forge/api_reference/TFG-API-130.patch
